==================================================================
  EXPERIMENT CONFIGURATIONS  (3 experiments)
  Code state (git): 1269c32
  Instance order  : by seed, then config (seed1 of all types first)
==================================================================
  Shared parameters:
    time_limit_s=60               NoRelHeurTime=0
    MIPGap=0.0                    seed=1

  Per-experiment parameters:
  Label       Solver                      weight_makespan  weight_delay  weight_movements
  scn_hub_tight_P5_R20_seed1         igvnd_wDLY  heuristic_    68466.00     140.00     683.00    26         -      60.4
  scn_hub_tight_P5_R20_seed1         igvnd_wMOV  heuristic_      802.50     125.50     677.00     0         -      60.0
  scn_hub_tight_P5_R30_seed1         igvnd_wMK   heuristic_    24578.00     224.50    2128.00     0         -      61.5
  scn_hub_tight_P5_R30_seed1         igvnd_wDLY  heuristic_   211970.50     220.50    2117.50     0         -      61.8
  scn_hub_tight_P5_R30_seed1         igvnd_wMOV  heuristic_     2179.00     215.50    1963.50     0         -      61.0
  scn_hub_tight_P5_R5_seed1          igvnd_wMK   heuristic_     3002.00      30.00       0.00     2         -      60.0
  scn_hub_tight_P5_R5_seed1          igvnd_wDLY  heuristic_       32.00      30.00       0.00     2         -      60.0
  scn_hub_tight_P5_R5_seed1          igvnd_wMOV  heuristic_       33.00      30.00       3.00     0         -      60.0
  scn_none_tight_P5_R10_seed1        igvnd_wMK   heuristic_     5844.50      57.50      94.50     0         -      60.0
  scn_none_tight_P5_R10_seed1        igvnd_wDLY  heuristic_     9408.50      58.50      93.50     0         -      60.0
  scn_none_tight_P5_R10_seed1        igvnd_wMOV  heuristic_      152.00      58.50      93.50     0         -      60.0
  scn_two_rows_loose_P5_R10_seed1    igvnd_wMK   heuristic_     5764.00      57.50       8.00     6         -      60.0
  scn_two_rows_loose_P5_R10_seed1    igvnd_wDLY  heuristic_      359.50      59.50       3.00     0         -      60.0
  scn_two_rows_loose_P5_R10_seed1    igvnd_wMOV  heuristic_       62.50      59.50       3.00     0         -      60.0
  scn_two_rows_loose_P5_R20_seed1    igvnd_wMK   heuristic_    12382.00     120.50     332.00     0         -      60.0
  scn_two_rows_loose_P5_R20_seed1    igvnd_wDLY  heuristic_    32573.50     123.50     324.50     0         -      60.1
  scn_two_rows_loose_P5_R20_seed1    igvnd_wMOV  heuristic_      471.50     123.50     348.00     0         -      60.2
  scn_two_rows_loose_P5_R30_seed1    igvnd_wMK   heuristic_    23210.50     217.50    1460.50     0         -      60.3
  scn_two_rows_loose_P5_R30_seed1    igvnd_wDLY  heuristic_   135068.50     218.50    1348.50     0         -      60.5
  scn_two_rows_loose_P5_R30_seed1    igvnd_wMOV  heuristic_     1537.00     224.50    1312.50     0         -      60.3
  scn_two_rows_loose_P5_R5_seed1     igvnd_wMK   heuristic_     3000.00      30.00       0.00     0         -      60.0
  scn_two_rows_loose_P5_R5_seed1     igvnd_wDLY  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_two_rows_loose_P5_R5_seed1     igvnd_wMOV  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_two_rows_medium_P5_R10_seed1   igvnd_wMK   heuristic_     5816.50      57.50      60.50     6         -      60.0
  scn_two_rows_medium_P5_R10_seed1   igvnd_wDLY  heuristic_     5508.50      58.50      54.50     0         -      60.9
  scn_two_rows_medium_P5_R10_seed1   igvnd_wMOV  heuristic_      113.00      58.50      54.50     0         -      60.0
  scn_two_rows_medium_P5_R20_seed1   igvnd_wMK   heuristic_    12574.50     120.50     508.50    16         -      60.1
  scn_two_rows_medium_P5_R20_seed1   igvnd_wDLY  heuristic_    48790.50     124.50     486.50    16         -      60.1
  scn_two_rows_medium_P5_R20_seed1   igvnd_wMOV  heuristic_      615.00     125.50     489.50     0         -      60.0
  scn_two_rows_medium_P5_R30_seed1   igvnd_wMK   heuristic_    23403.00     216.50    1753.00     0         -      60.7
  scn_two_rows_medium_P5_R30_seed1   igvnd_wDLY  heuristic_   167578.50     228.50    1673.50     0         -      60.2
  scn_two_rows_medium_P5_R30_seed1   igvnd_wMOV  heuristic_     1960.00     226.50    1733.50     0         -      61.5
  scn_two_rows_medium_P5_R5_seed1    igvnd_wMK   heuristic_     3000.00      30.00       0.00     0         -      60.0
  scn_two_rows_medium_P5_R5_seed1    igvnd_wDLY  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_two_rows_medium_P5_R5_seed1    igvnd_wMOV  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_two_rows_tight_P5_R10_seed1    igvnd_wMK   heuristic_     5859.00      57.50     105.00     4         -      60.0
  scn_two_rows_tight_P5_R10_seed1    igvnd_wDLY  heuristic_     9608.50      58.50      95.50     0         -      60.0
  scn_two_rows_tight_P5_R10_seed1    igvnd_wMOV  heuristic_      154.00      58.50      95.50     0         -      60.0
  scn_two_rows_tight_P5_R20_seed1    igvnd_wMK   heuristic_    12571.00     119.50     609.00    12         -      60.0
  scn_two_rows_tight_P5_R20_seed1    igvnd_wDLY  heuristic_    60442.50     128.50     603.00    14         -      60.1
  scn_two_rows_tight_P5_R20_seed1    igvnd_wMOV  heuristic_      731.50     122.50     609.00     0         -      60.1
  scn_two_rows_tight_P5_R30_seed1    igvnd_wMK   heuristic_    23971.50     219.50    2021.50     0         -      61.5
  scn_two_rows_tight_P5_R30_seed1    igvnd_wDLY  heuristic_   194323.50     223.50    1941.00     0         -      60.2
  scn_two_rows_tight_P5_R30_seed1    igvnd_wMOV  heuristic_     2159.50     220.00    1939.50     0         -      60.1
  scn_two_rows_tight_P5_R5_seed1     igvnd_wMK   heuristic_     3000.00      30.00       0.00     0         -      60.0
  scn_two_rows_tight_P5_R5_seed1     igvnd_wDLY  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_two_rows_tight_P5_R5_seed1     igvnd_wMOV  heuristic_       30.00      30.00       0.00     0         -      60.0
  scn_chain_loose_P5_R10_seed2       igvnd_wMK   heuristic_     7173.50      71.50       7.50    16         -      60.0
  scn_chain_loose_P5_R10_seed2       igvnd_wDLY  heuristic_      185.50      75.50       1.00    10         -      60.0
  scn_chain_loose_P5_R10_seed2       igvnd_wMOV  heuristic_       94.50      74.50      20.00     0         -      60.0
  scn_chain_loose_P5_R20_seed2       igvnd_wMK   heuristic_    13447.00     129.50     455.00    42         -      60.3
  scn_chain_loose_P5_R20_seed2       igvnd_wDLY  heuristic_    40678.50     140.50     405.00    38         -      60.4
  scn_chain_loose_P5_R20_seed2       igvnd_wMOV  heuristic_      660.00     139.00     521.00     0         -      60.3
  scn_chain_loose_P5_R30_seed2       igvnd_wMK   heuristic_    24997.00     230.00    1927.00    70         -      60.4
  scn_chain_loose_P5_R30_seed2       igvnd_wDLY  heuristic_   158174.50     262.50    1578.50    62         -      60.7
  scn_chain_loose_P5_R30_seed2       igvnd_wMOV  heuristic_     2088.00     244.00    1844.00     0         -      61.7
  scn_chain_loose_P5_R5_seed2        igvnd_wMK   heuristic_     3700.00      37.00       0.00     0         -      60.0
  scn_chain_loose_P5_R5_seed2        igvnd_wDLY  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_chain_loose_P5_R5_seed2        igvnd_wMOV  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_chain_medium_P5_R10_seed2      igvnd_wMK   heuristic_     7033.50      69.50      69.50    14         -      60.0
  scn_chain_medium_P5_R10_seed2      igvnd_wDLY  heuristic_     7094.50      74.50      70.00    20         -      60.0
  scn_chain_medium_P5_R10_seed2      igvnd_wMOV  heuristic_      168.00      74.50      93.50     0         -      60.0
  scn_chain_medium_P5_R20_seed2      igvnd_wMK   heuristic_    14342.50     136.50     654.50    38         -      60.4
  scn_chain_medium_P5_R20_seed2      igvnd_wDLY  heuristic_    58093.00     157.00     579.00    36         -      60.3
  scn_chain_medium_P5_R20_seed2      igvnd_wMOV  heuristic_      870.00     139.00     731.00     0         -      60.6
  scn_chain_medium_P5_R30_seed2      igvnd_wMK   heuristic_    24623.00     225.00    2075.00    48         -      60.8
  scn_chain_medium_P5_R30_seed2      igvnd_wDLY  heuristic_   199855.00     235.00    1995.50    70         -      62.4
  scn_chain_medium_P5_R30_seed2      igvnd_wMOV  heuristic_     2434.00     244.00    2190.00     0         -      62.1
  scn_chain_medium_P5_R5_seed2       igvnd_wMK   heuristic_     3700.00      37.00       0.00     0         -      60.0
  scn_chain_medium_P5_R5_seed2       igvnd_wDLY  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_chain_medium_P5_R5_seed2       igvnd_wMOV  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_chain_tight_P5_R10_seed2       igvnd_wMK   heuristic_     7197.50      70.50     133.50    14         -      60.0
  scn_chain_tight_P5_R10_seed2       igvnd_wDLY  heuristic_    12241.50      75.50     121.50    16         -      60.0
  scn_chain_tight_P5_R10_seed2       igvnd_wMOV  heuristic_      206.00      72.50     133.50     0         -      60.0
  scn_chain_tight_P5_R20_seed2       igvnd_wMK   heuristic_    13625.50     128.50     747.50    28         -      60.6
  scn_chain_tight_P5_R20_seed2       igvnd_wDLY  heuristic_    68819.00     135.00     686.50    34         -      60.1
  scn_chain_tight_P5_R20_seed2       igvnd_wMOV  heuristic_     1032.00     139.00     893.00     0         -      60.2
  scn_chain_tight_P5_R30_seed2       igvnd_wMK   heuristic_    25346.00     227.50    2534.00    62         -      61.8
  scn_chain_tight_P5_R30_seed2       igvnd_wDLY  heuristic_   219709.50     245.50    2194.00    64         -      62.6
  scn_chain_tight_P5_R30_seed2       igvnd_wMOV  heuristic_     2686.00     244.00    2442.00     0         -      61.8
  scn_chain_tight_P5_R5_seed2        igvnd_wMK   heuristic_     3706.00      37.00       6.00     0         -      60.0
  scn_chain_tight_P5_R5_seed2        igvnd_wDLY  heuristic_      141.00      39.00       1.00     2         -      60.0
  scn_chain_tight_P5_R5_seed2        igvnd_wMOV  heuristic_       43.00      37.00       6.00     0         -      60.0
  scn_hub_loose_P5_R10_seed2         igvnd_wMK   heuristic_     7054.50      70.50       4.50     0         -      60.0
  scn_hub_loose_P5_R10_seed2         igvnd_wDLY  heuristic_      520.50      70.50       4.50     0         -      60.0
  scn_hub_loose_P5_R10_seed2         igvnd_wMOV  heuristic_       75.00      70.50       4.50     0         -      60.0
  scn_hub_loose_P5_R20_seed2         igvnd_wMK   heuristic_    12895.50     124.50     445.50     0         -      60.2
  scn_hub_loose_P5_R20_seed2         igvnd_wDLY  heuristic_    33677.50     127.50     335.50     0         -      60.3
  scn_hub_loose_P5_R20_seed2         igvnd_wMOV  heuristic_      467.00     127.50     339.50     0         -      60.2
  scn_hub_loose_P5_R30_seed2         igvnd_wMK   heuristic_    23321.50     217.50    1571.50     0         -      60.4
  scn_hub_loose_P5_R30_seed2         igvnd_wDLY  heuristic_   142999.50     231.50    1427.00    68         -      62.3
  scn_hub_loose_P5_R30_seed2         igvnd_wMOV  heuristic_     1803.00     242.00    1561.00     0         -      61.7
  scn_hub_loose_P5_R5_seed2          igvnd_wMK   heuristic_     3700.00      37.00       0.00     0         -      60.0
  scn_hub_loose_P5_R5_seed2          igvnd_wDLY  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_hub_loose_P5_R5_seed2          igvnd_wMOV  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_hub_medium_P5_R10_seed2        igvnd_wMK   heuristic_     7118.50      70.50      68.50     0         -      60.0
  scn_hub_medium_P5_R10_seed2        igvnd_wDLY  heuristic_     6920.50      70.50      68.50     0         -      60.0
  scn_hub_medium_P5_R10_seed2        igvnd_wMOV  heuristic_      139.00      70.50      68.50     0         -      60.0
  scn_hub_medium_P5_R20_seed2        igvnd_wMK   heuristic_    13007.50     124.50     553.50     4         -      60.2
  scn_hub_medium_P5_R20_seed2        igvnd_wDLY  heuristic_    53927.50     127.50     538.00     0         -      60.5
  scn_hub_medium_P5_R20_seed2        igvnd_wMOV  heuristic_      648.50     124.50     524.00     0         -      60.3
  scn_hub_medium_P5_R30_seed2        igvnd_wMK   heuristic_    24975.00     231.00    1795.00    80         -      60.6
  scn_hub_medium_P5_R30_seed2        igvnd_wDLY  heuristic_   167507.00     245.00    1672.00    62         -      60.7
  scn_hub_medium_P5_R30_seed2        igvnd_wMOV  heuristic_     2090.50     247.00    1843.50     0         -      60.8
  scn_hub_medium_P5_R5_seed2         igvnd_wMK   heuristic_     3700.00      37.00       0.00     0         -      60.0
  scn_hub_medium_P5_R5_seed2         igvnd_wDLY  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_hub_medium_P5_R5_seed2         igvnd_wMOV  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_hub_tight_P5_R10_seed2         igvnd_wMK   heuristic_     7172.50      70.50     122.50     0         -      60.0
  scn_hub_tight_P5_R10_seed2         igvnd_wDLY  heuristic_    12320.50      70.50     122.50     0         -      60.1
  scn_hub_tight_P5_R10_seed2         igvnd_wMOV  heuristic_      193.00      70.50     122.50     0         -      60.0
  scn_hub_tight_P5_R20_seed2         igvnd_wMK   heuristic_    13260.00     125.50     710.00     0         -      60.1
  scn_hub_tight_P5_R20_seed2         igvnd_wDLY  heuristic_    64424.50     124.50     643.00     0         -      60.4
  scn_hub_tight_P5_R20_seed2         igvnd_wMOV  heuristic_      786.50     126.50     660.00     0         -      60.1
  scn_hub_tight_P5_R30_seed2         igvnd_wMK   heuristic_    24584.00     223.00    2236.00    48         -      60.6
  scn_hub_tight_P5_R30_seed2         igvnd_wDLY  heuristic_   201610.00     250.00    2013.00    60         -      61.0
  scn_hub_tight_P5_R30_seed2         igvnd_wMOV  heuristic_     2341.50     240.00    2101.50     0         -      60.6
  scn_hub_tight_P5_R5_seed2          igvnd_wMK   heuristic_     3701.00      37.00       1.00     0         -      60.0
  scn_hub_tight_P5_R5_seed2          igvnd_wDLY  heuristic_      137.00      37.00       1.00     0         -      60.0
  scn_hub_tight_P5_R5_seed2          igvnd_wMOV  heuristic_       38.00      37.00       1.00     0         -      60.0
  scn_none_tight_P5_R10_seed2        igvnd_wMK   heuristic_     6858.50      67.50     108.50     0         -      70.0
  scn_none_tight_P5_R10_seed2        igvnd_wDLY  heuristic_    10917.50      67.50     108.50     0         -      60.0
  scn_none_tight_P5_R10_seed2        igvnd_wMOV  heuristic_      176.00      67.50     108.50     0         -      60.0
  scn_two_rows_loose_P5_R10_seed2    igvnd_wMK   heuristic_     6760.50      67.50       4.50     6         -      60.0
  scn_two_rows_loose_P5_R10_seed2    igvnd_wDLY  heuristic_       70.50      70.50       0.00     0         -      60.0
  scn_two_rows_loose_P5_R10_seed2    igvnd_wMOV  heuristic_       70.50      70.50       0.00     0         -      60.0
  scn_two_rows_loose_P5_R20_seed2    igvnd_wMK   heuristic_    12455.50     121.50     305.50     0         -      60.0
  scn_two_rows_loose_P5_R20_seed2    igvnd_wDLY  heuristic_    31428.50     128.50     313.00     0         -      60.0
  scn_two_rows_loose_P5_R20_seed2    igvnd_wMOV  heuristic_      442.50     125.50     317.00     0         -      60.2
  scn_two_rows_loose_P5_R30_seed2    igvnd_wMK   heuristic_    22150.50     208.50    1300.50     0         -      60.9
  scn_two_rows_loose_P5_R30_seed2    igvnd_wDLY  heuristic_   123173.50     223.50    1229.50     0         -      60.3
  scn_two_rows_loose_P5_R30_seed2    igvnd_wMOV  heuristic_     1493.00     215.50    1277.50     0         -      61.2
  scn_two_rows_loose_P5_R5_seed2     igvnd_wMK   heuristic_     3700.00      37.00       0.00     0         -      60.0
  scn_two_rows_loose_P5_R5_seed2     igvnd_wDLY  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_two_rows_loose_P5_R5_seed2     igvnd_wMOV  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_two_rows_medium_P5_R10_seed2   igvnd_wMK   heuristic_     6817.50      67.50      61.50     6         -      60.0
  scn_two_rows_medium_P5_R10_seed2   igvnd_wDLY  heuristic_     6018.50      68.50      59.50     0         -      60.0
  scn_two_rows_medium_P5_R10_seed2   igvnd_wMOV  heuristic_      128.00      68.50      59.50     0         -      60.0
  scn_two_rows_medium_P5_R20_seed2   igvnd_wMK   heuristic_    12532.50     120.50     482.50     0         -      60.0
  scn_two_rows_medium_P5_R20_seed2   igvnd_wDLY  heuristic_    49275.50     125.50     491.50     0         -      60.2
  scn_two_rows_medium_P5_R20_seed2   igvnd_wMOV  heuristic_      605.00     124.50     480.50     0         -      60.1
  scn_two_rows_medium_P5_R30_seed2   igvnd_wMK   heuristic_    22548.00     209.50    1598.00     0         -      60.7
  scn_two_rows_medium_P5_R30_seed2   igvnd_wDLY  heuristic_   158700.50     234.50    1584.50    16         -      61.4
  scn_two_rows_medium_P5_R30_seed2   igvnd_wMOV  heuristic_     1779.50     216.50    1563.00     0         -      60.9
  scn_two_rows_medium_P5_R5_seed2    igvnd_wMK   heuristic_     3700.00      37.00       0.00     0         -      60.0
  scn_two_rows_medium_P5_R5_seed2    igvnd_wDLY  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_two_rows_medium_P5_R5_seed2    igvnd_wMOV  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_two_rows_tight_P5_R10_seed2    igvnd_wMK   heuristic_     6869.50      67.50     113.50     6         -      60.0
  scn_two_rows_tight_P5_R10_seed2    igvnd_wDLY  heuristic_    11218.50      68.50     111.50     0         -      60.0
  scn_two_rows_tight_P5_R10_seed2    igvnd_wMOV  heuristic_      180.00      68.50     111.50     0         -      60.0
  scn_two_rows_tight_P5_R20_seed2    igvnd_wMK   heuristic_    12889.00     122.50     635.00     4         -      60.1
  scn_two_rows_tight_P5_R20_seed2    igvnd_wDLY  heuristic_    63930.50     130.50     638.00     0         -      60.1
  scn_two_rows_tight_P5_R20_seed2    igvnd_wMOV  heuristic_      770.50     130.50     640.00     0         -      60.2
  scn_two_rows_tight_P5_R30_seed2    igvnd_wMK   heuristic_    22814.50     209.50    1864.50     0         -      60.6
  scn_two_rows_tight_P5_R30_seed2    igvnd_wDLY  heuristic_   184770.00     220.00    1845.50     0         -      60.2
  scn_two_rows_tight_P5_R30_seed2    igvnd_wMOV  heuristic_     1989.00     213.50    1775.50     0         -      60.0
  scn_two_rows_tight_P5_R5_seed2     igvnd_wMK   heuristic_     3700.00      37.00       0.00     0         -      60.0
  scn_two_rows_tight_P5_R5_seed2     igvnd_wDLY  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_two_rows_tight_P5_R5_seed2     igvnd_wMOV  heuristic_       37.00      37.00       0.00     0         -      60.0
  scn_chain_loose_P5_R10_seed3       igvnd_wMK   heuristic_     6402.00      63.50      40.00    12         -      60.0
  scn_chain_loose_P5_R10_seed3       igvnd_wDLY  heuristic_      433.50      65.50       3.50    18         -      60.0
  scn_chain_loose_P5_R10_seed3       igvnd_wMOV  heuristic_       74.50      65.50       9.00     0         -      60.0
  scn_chain_loose_P5_R20_seed3       igvnd_wMK   heuristic_    13960.50     134.50     480.50    30         -      60.3
  scn_chain_loose_P5_R20_seed3       igvnd_wDLY  heuristic_    43084.50     140.50     429.00    44         -      60.4
  scn_chain_loose_P5_R20_seed3       igvnd_wMOV  heuristic_      699.50     164.00     535.50     0         -      60.1
  scn_chain_loose_P5_R30_seed3       igvnd_wMK   heuristic_    25321.50     233.00    1955.50    66         -      61.8
  scn_chain_loose_P5_R30_seed3       igvnd_wDLY  heuristic_   165556.00     246.00    1652.50    60         -      60.2
  scn_chain_loose_P5_R30_seed3       igvnd_wMOV  heuristic_     2014.00     233.00    1781.00     0         -      61.9
  scn_chain_loose_P5_R5_seed3        igvnd_wMK   heuristic_     3100.00      31.00       0.00     0         -      60.0
  scn_chain_loose_P5_R5_seed3        igvnd_wDLY  heuristic_       31.00      31.00       0.00     0         -      60.0
  scn_chain_loose_P5_R5_seed3        igvnd_wMOV  heuristic_       31.00      31.00       0.00     0         -      60.0
  scn_chain_medium_P5_R10_seed3      igvnd_wMK   heuristic_     6334.50      62.50      66.50    18         -      60.0
  scn_chain_medium_P5_R10_seed3      igvnd_wDLY  heuristic_     6188.00      72.00      61.00    16         -      60.0
  scn_chain_medium_P5_R10_seed3      igvnd_wMOV  heuristic_      145.00      66.00      79.00     0         -      60.0
  scn_chain_medium_P5_R20_seed3      igvnd_wMK   heuristic_    14891.00     141.50     707.00    34         -      60.5
  scn_chain_medium_P5_R20_seed3      igvnd_wDLY  heuristic_    61369.00     141.00     612.00    28         -      60.5
  scn_chain_medium_P5_R20_seed3      igvnd_wMOV  heuristic_      915.00     145.00     770.00     0         -      60.0
  scn_chain_medium_P5_R30_seed3      igvnd_wMK   heuristic_    25999.00     237.50    2179.00    70         -      62.1
  scn_chain_medium_P5_R30_seed3      igvnd_wDLY  heuristic_   196067.00     259.00    1957.50    58         -      60.7
  scn_chain_medium_P5_R30_seed3      igvnd_wMOV  heuristic_     2260.00     252.50    2007.50     0         -      60.6
  scn_chain_medium_P5_R5_seed3       igvnd_wMK   heuristic_     3100.00      31.00       0.00     0         -      60.0
  scn_chain_medium_P5_R5_seed3       igvnd_wDLY  heuristic_       31.00      31.00       0.00     0         -      60.0
  scn_chain_medium_P5_R5_seed3       igvnd_wMOV  heuristic_       31.00      31.00       0.00     0         -      60.0
  scn_chain_tight_P5_R10_seed3       igvnd_wMK   heuristic_     6565.50      64.50     109.50     6         -      60.0
  scn_chain_tight_P5_R10_seed3       igvnd_wDLY  heuristic_    11244.00      72.00     111.50    22         -      60.0
  scn_chain_tight_P5_R10_seed3       igvnd_wMOV  heuristic_      205.00      66.00     139.00     0         -      60.0
  scn_chain_tight_P5_R20_seed3       igvnd_wMK   heuristic_    14549.50     136.50     867.50    32         -      60.6
  scn_chain_tight_P5_R20_seed3       igvnd_wDLY  heuristic_    78898.00     144.00     787.00    54         -      60.0
  scn_chain_tight_P5_R20_seed3       igvnd_wMOV  heuristic_     1047.00     145.00     902.00     0         -      60.1
  scn_chain_tight_P5_R30_seed3       igvnd_wMK   heuristic_    26280.00     238.00    2418.00    62         -      60.2
  scn_chain_tight_P5_R30_seed3       igvnd_wDLY  heuristic_   227697.00     231.00    2274.00    66         -      60.7
  scn_chain_tight_P5_R30_seed3       igvnd_wMOV  heuristic_     2508.50     252.50    2256.00     0         -      60.4
  scn_chain_tight_P5_R5_seed3        igvnd_wMK   heuristic_     3104.00      31.00       2.00     2         -      60.0
  scn_chain_tight_P5_R5_seed3        igvnd_wDLY  heuristic_       34.00      32.00       0.00     2         -      60.0
  scn_chain_tight_P5_R5_seed3        igvnd_wMOV  heuristic_       37.00      31.00       6.00     0         -      60.0
  scn_hub_loose_P5_R10_seed3         igvnd_wMK   heuristic_     6355.50      63.50       5.50     0         -      60.0
  scn_hub_loose_P5_R10_seed3         igvnd_wDLY  heuristic_      613.50      63.50       5.50     0         -      60.0
  scn_hub_loose_P5_R10_seed3         igvnd_wMOV  heuristic_       69.00      63.50       5.50     0         -      60.0
  scn_hub_loose_P5_R20_seed3         igvnd_wMK   heuristic_    13274.00     128.50     424.00     0         -      60.2
  scn_hub_loose_P5_R20_seed3         igvnd_wDLY  heuristic_    41430.50     130.50     413.00     0         -      60.1
  scn_hub_loose_P5_R20_seed3         igvnd_wMOV  heuristic_      520.50     128.50     392.00     0         -      60.2
  scn_hub_loose_P5_R30_seed3         igvnd_wMK   heuristic_    24094.50     221.50    1944.50     0         -      61.8
  scn_hub_loose_P5_R30_seed3         igvnd_wDLY  heuristic_   143714.50     214.50    1435.00     0         -      62.8
  scn_hub_loose_P5_R30_seed3         igvnd_wMOV  heuristic_     1594.00     213.50    1380.50     0         -      61.7
  scn_hub_loose_P5_R5_seed3          igvnd_wMK   heuristic_     3100.00      31.00       0.00     0         -      60.0
  scn_hub_loose_P5_R5_seed3          igvnd_wDLY  heuristic_       31.00      31.00       0.00     0         -      60.0
  scn_hub_loose_P5_R5_seed3          igvnd_wMOV  heuristic_       31.00      31.00       0.00     0         -      60.0
  scn_hub_medium_P5_R10_seed3        igvnd_wMK   heuristic_     6420.50      63.50      70.50     0         -      60.0
  scn_hub_medium_P5_R10_seed3        igvnd_wDLY  heuristic_     6550.50      76.50      64.50    24         -      60.0
  scn_hub_medium_P5_R10_seed3        igvnd_wMOV  heuristic_      134.00      63.50      70.50     0         -      60.0
  scn_hub_medium_P5_R20_seed3        igvnd_wMK   heuristic_    13565.00     129.50     615.00     0         -      60.2
  scn_hub_medium_P5_R20_seed3        igvnd_wDLY  heuristic_    60730.50     130.50     606.00     0         -      60.0
  scn_hub_medium_P5_R20_seed3        igvnd_wMOV  heuristic_      739.50     129.50     610.00     0         -      60.1
  scn_hub_medium_P5_R30_seed3        igvnd_wMK   heuristic_    23812.00     217.50    2062.00     0         -      61.4
  scn_hub_medium_P5_R30_seed3        igvnd_wDLY  heuristic_   179466.50     216.50    1792.50     0         -      62.1
  scn_hub_medium_P5_R30_seed3        igvnd_wMOV  heuristic_     2053.00     217.50    1835.50     0         -      61.7
  scn_hub_medium_P5_R5_seed3         igvnd_wMK   heuristic_     3100.00      31.00       0.00     0         -      60.0
  scn_hub_medium_P5_R5_seed3         igvnd_wDLY  heuristic_       31.00      31.00       0.00     0         -      60.0
  scn_hub_medium_P5_R5_seed3         igvnd_wMOV  heuristic_       31.00      31.00       0.00     0         -      60.0
  scn_hub_tight_P5_R10_seed3         igvnd_wMK   heuristic_     6478.50      63.50     128.50     0         -      60.0
  scn_hub_tight_P5_R10_seed3         igvnd_wDLY  heuristic_    11631.50      69.50     115.50    12         -      60.0
  scn_hub_tight_P5_R10_seed3         igvnd_wMOV  heuristic_      186.00      66.50     119.50     0         -      60.0
  scn_hub_tight_P5_R20_seed3         igvnd_wMK   heuristic_    13701.00     129.50     751.00     0         -      60.5
  scn_hub_tight_P5_R20_seed3         igvnd_wDLY  heuristic_    73644.50     128.50     735.00    16         -      60.4
  scn_hub_tight_P5_R20_seed3         igvnd_wMOV  heuristic_      868.50     129.50     739.00     0         -      60.4
  scn_hub_tight_P5_R30_seed3         igvnd_wMK   heuristic_    23972.50     216.50    2322.50     0         -      61.6
  scn_hub_tight_P5_R30_seed3         igvnd_wDLY  heuristic_   204771.50     221.50    2045.50     0         -      61.3
  scn_hub_tight_P5_R30_seed3         igvnd_wMOV  heuristic_     2217.00     213.50    2003.50     0         -      62.5
  scn_hub_tight_P5_R5_seed3          igvnd_wMK   heuristic_     3101.00      31.00       1.00     0         -      60.0
  scn_hub_tight_P5_R5_seed3          igvnd_wDLY  heuristic_      131.00      31.00       1.00     0         -      60.0
  scn_hub_tight_P5_R5_seed3          igvnd_wMOV  heuristic_       32.00      31.00       1.00     0         -      60.0
  scn_none_tight_P5_R10_seed3        igvnd_wMK   heuristic_     6347.50      62.50      97.50     0         -      60.0
  scn_none_tight_P5_R10_seed3        igvnd_wDLY  heuristic_     9812.50      62.50      97.50     0         -      60.2
  scn_none_tight_P5_R10_seed3        igvnd_wMOV  heuristic_      160.00      62.50      97.50     0         -      62.1
  scn_two_rows_loose_P5_R10_seed3    igvnd_wMK   heuristic_     6261.00      62.50      11.00     0         -      60.0
  scn_two_rows_loose_P5_R10_seed3    igvnd_wDLY  heuristic_      115.50      65.50       0.50     0         -      60.0
  scn_two_rows_loose_P5_R10_seed3    igvnd_wMOV  heuristic_       66.00      65.50       0.50     0         -      60.0
  scn_two_rows_loose_P5_R20_seed3    igvnd_wMK   heuristic_    13048.00     126.50     398.00     0         -      60.1
  scn_two_rows_loose_P5_R20_seed3    igvnd_wDLY  heuristic_    36929.50     129.50     368.00     0         -      60.2
  scn_two_rows_loose_P5_R20_seed3    igvnd_wMOV  heuristic_      493.50     128.50     365.00     0         -      60.1
  scn_two_rows_loose_P5_R30_seed3    igvnd_wMK   heuristic_    22599.00     211.50    1433.00    16         -      60.6
  scn_two_rows_loose_P5_R30_seed3    igvnd_wDLY  heuristic_   131415.50     215.50    1312.00     0         -      60.5
